entry_timestamp,exit_timestamp,direction,probability_up,threshold,entry_price,exit_price,position_size,pnl,return_pct,equity_after,risk_amount,expected_pnl
2024-11-22 20:30:00+00:00,2024-11-27 14:30:00+00:00,short,0.18447536348646712,0.4,141.89999389648438,133.83662405566207,24,186.70967647270405,0.018670967647270404,10186.709676472705,96.76043808986765,139.9711252165209
2024-11-27 16:30:00+00:00,2024-12-02 14:30:00+00:00,long,0.6382383631312822,0.55,132.59500122070312,139.48941714396273,29,192.24755170372765,0.018872389398486924,10378.957228176432,99.96903088726421,91.4431810246601
2024-12-02 16:30:00+00:00,2024-12-04 14:30:00+00:00,short,0.26663460384227816,0.4,139.1649932861328,142.35190693898525,32,-110.88779646159055,-0.010683905331120956,10268.06943171484,101.98123689127806,122.38729368900177
2024-12-04 15:30:00+00:00,2024-12-09 14:30:00+00:00,long,0.64892419501463,0.55,142.9499969482422,140.244279180529,37,-110.68985717955817,-0.01078000669119669,10157.379574535284,100.11155740538825,94.78287799746921
2024-12-09 17:30:00+00:00,2024-12-10 16:30:00+00:00,long,0.6703033149669034,0.55,139.56500244140625,136.65239210467993,34,-108.5191716147104,-0.010683776343927299,10048.860402920573,99.02875144869478,100.10914967058619
2024-12-10 17:30:00+00:00,2024-12-13 15:30:00+00:00,long,0.5600313253894947,0.55,136.41000366210938,133.34881629646424,32,-106.68823593501946,-0.010616948754110655,9942.172166985552,97.95799570064446,66.62064279354658
2024-12-13 17:30:00+00:00,2024-12-16 14:30:00+00:00,long,0.5906920593462337,0.55,134.5294952392578,131.10756941326827,29,-107.03855967757382,-0.01076611407243692,9835.133607307978,99.23584895369686,76.61763498459612
2024-12-17 14:30:00+00:00,2024-12-18 14:30:00+00:00,long,0.6648078667052738,0.55,127.62000274658203,134.7313681205456,27,185.11538494870084,0.01882184750506604,10020.248992256678,96.00343254850813,95.46807901836388
2024-12-18 15:30:00+00:00,2024-12-18 19:30:00+00:00,long,0.5953903803384188,0.55,135.25,131.36614679081288,25,-103.85883022967808,-0.010364895154794735,9916.390162027,97.09633022967807,76.33433272506016
2024-12-19 14:30:00+00:00,2024-12-23 18:30:00+00:00,long,0.5538545254208435,0.55,130.22000122070312,139.04236755223155,22,188.36237923991447,0.018995055273360834,10104.752541266915,97.04602964681271,64.20211843522497
