entry_timestamp,exit_timestamp,direction,probability_up,threshold,entry_price,exit_price,position_size,pnl,return_pct,equity_after,risk_amount,expected_pnl
2024-11-22 20:30:00+00:00,2024-11-25 14:30:00+00:00,short,0.4177238984445828,0.42,141.89999389648438,137.9691010990835,57,207.88429014765052,0.02078842901476505,10207.884290147651,149.37392630123261,68.06824240053722
2024-11-25 19:30:00+00:00,2024-11-27 14:30:00+00:00,short,0.38402425742567964,0.42,136.72500610351562,132.78798487182468,58,212.4871307300672,0.020815981518829865,10420.371420877718,152.23148762538335,82.1957714577141
2024-11-27 17:30:00+00:00,2024-11-29 14:30:00+00:00,long,0.5770403341113294,0.55,133.65989685058594,136.98001600084302,70,213.69595495891392,0.020507518045927205,10634.067375836632,154.9388936786633,68.57608375927573
2024-12-02 16:30:00+00:00,2024-12-04 14:30:00+00:00,short,0.3999395014170397,0.42,139.1649932861328,141.23648716048692,77,-180.93643729133046,-0.01701479132081344,10453.130938545302,159.505028325266,79.7766387331048
2024-12-04 15:30:00+00:00,2024-12-04 19:30:00+00:00,long,0.5715566704380788,0.55,142.9499969482422,145.58807177176254,89,209.34355983652452,0.020026876260066974,10662.474498381827,156.52577286220776,67.13260107496836
2024-12-09 17:30:00+00:00,2024-12-10 15:30:00+00:00,long,0.5708247071050018,0.55,139.56500244140625,137.67180572253415,84,-182.47544479541304,-0.017113798942553732,10479.999053586414,159.0285243852568,67.91500274863031
2024-12-11 14:30:00+00:00,2024-12-11 18:30:00+00:00,long,0.5595861135358903,0.55,136.2050018310547,139.34468377104346,75,215.0453952245,0.020519600634019926,10695.044448810915,156.9840969994388,62.631204817704145
2024-12-12 16:30:00+00:00,2024-12-13 15:30:00+00:00,long,0.5712544108221477,0.55,137.37010192871094,135.3314279721936,78,-180.44630450923054,-0.01687195461158581,10514.598144301684,159.01656860835163,68.08072191995721
2024-12-16 14:30:00+00:00,2024-12-17 14:30:00+00:00,long,0.5679573405822055,0.55,132.29010009765625,130.054839587147,70,-174.98884974931934,-0.016642466725573662,10339.609294552365,156.46823573564745,65.6999718993724
2024-12-17 15:30:00+00:00,2024-12-18 14:30:00+00:00,long,0.5948408408812066,0.55,128.99000549316406,132.44316825406312,67,214.07724424415315,0.02070457772103092,10553.686538796519,154.24126998682476,75.13124685704537
2024-12-18 18:30:00+00:00,2024-12-18 19:30:00+00:00,long,0.5537476521178101,0.55,133.8699951171875,131.39873868923308,64,-175.2957707640826,-0.01660990878587079,10378.390768032437,158.16041138908258,60.79197977264597
2024-12-19 15:30:00+00:00,2024-12-20 14:30:00+00:00,long,0.56736764877629,0.55,133.14990234375,130.12622398966067,51,-167.7888860976182,-0.016167138995617916,10210.60188193482,154.20759605855568,64.52340693941088
2024-12-27 14:30:00+00:00,2024-12-30 16:30:00+00:00,long,0.5619055420434618,0.55,135.639892578125,138.98922135042991,68,209.3073311261092,0.020499019895822958,10419.909213060928,151.83623767782217,61.45782090766923
2024-12-31 14:30:00+00:00,2024-12-31 15:30:00+00:00,long,0.5652472548041753,0.55,137.47000122070312,135.31508048354493,72,-174.94997325117114,-0.01678997097516728,10244.959239809757,155.1542930753899,64.0970525044766
2025-01-02 14:30:00+00:00,2025-01-03 14:30:00+00:00,long,0.561261774615058,0.55,136.97999572753906,140.49631907391847,65,210.75361807008147,0.020571445248033515,10455.712857879838,152.37401167644165,61.430258820396375
2025-01-03 17:30:00+00:00,2025-01-06 14:30:00+00:00,long,0.5569169649633603,0.55,144.49530029296875,148.08276212726994,65,214.4006301914917,0.02050559661552975,10670.11348807133,155.4566794863851,60.98447582071354
2025-01-06 15:30:00+00:00,2025-01-06 20:30:00+00:00,long,0.5563612415054336,0.55,151.8887939453125,149.35522840153908,63,-178.75261729483486,-0.016752644430133908,10491.360870776496,159.61462925772548,62.39385398291867
2025-01-07 14:30:00+00:00,2025-01-07 15:30:00+00:00,long,0.6209735205877023,0.55,143.6580047607422,140.52059396292728,50,-171.23634036681963,-0.016321651926376444,10320.124530409676,156.87053989074542,86.66058869037902
2025-01-07 16:30:00+00:00,2025-01-10 14:30:00+00:00,long,0.5609812748968284,0.55,141.4290008544922,137.6581159448658,41,-166.20345936474973,-0.016104792037635617,10153.921071044926,154.60628129468137,62.22179067468869
2025-01-13 15:30:00+00:00,2025-01-14 14:30:00+00:00,long,0.5505314604326547,0.55,131.63499450683594,136.2995224019882,48,211.26037949465297,0.020805792955894273,10365.18145053958,149.26489264487236,56.172655702890125
2025-01-15 14:30:00+00:00,2025-01-16 14:30:00+00:00,long,0.5824860931600012,0.55,134.1999969482422,138.0887580898076,59,213.60130771246747,0.020607580169409195,10578.782758252048,152.95793823490783,69.78174141574276
2025-01-16 15:30:00+00:00,2025-01-21 14:30:00+00:00,long,0.571847167437154,0.55,135.24000549316406,138.6613431591866,69,217.40917819749848,0.020551436130769114,10796.191936449546,157.38153263703674,67.61392647648194
2025-01-21 17:30:00+00:00,2025-01-22 14:30:00+00:00,long,0.5732353553582205,0.55,141.57960510253906,144.7189941603899,77,219.92969826872437,0.020371043749806732,11016.12163471827,161.15530496967546,69.79449131071031
2025-01-27 16:30:00+00:00,2025-01-28 16:30:00+00:00,long,0.5543010704928923,0.55,119.76000213623048,125.84618836204466,40,233.86664886166852,0.021229490433785456,11249.98828357994,162.29829935504483,62.60700332414828
2025-01-29 14:30:00+00:00,2025-01-30 14:30:00+00:00,long,0.6376133037326734,0.55,124.0,120.01113791474398,42,-177.9482075807527,-0.015817634925049586,11072.040075999188,167.5322075807527,99.51970331222671
2025-01-30 15:30:00+00:00,2025-01-30 20:30:00+00:00,long,0.5604106599942499,0.55,119.05470275878906,124.68375568311541,44,237.20151482758575,0.021423469676718966,11309.241590826774,165.11888578023945,66.21707361380844
2025-01-31 14:30:00+00:00,2025-01-31 18:30:00+00:00,long,0.5957577663029887,0.55,126.18599700927734,122.60435858389874,47,-180.19848971166627,-0.015933737754601517,11129.043101115109,168.3370059927942,82.38319069820554
