entry_timestamp,exit_timestamp,direction,probability_up,threshold,entry_price,exit_price,position_size,pnl,return_pct,equity_after,risk_amount,expected_pnl
2024-11-22 20:30:00+00:00,2024-11-25 14:30:00+00:00,short,0.18447536348646712,0.4,141.89999389648438,137.061971991991,206,938.1697148402864,0.09381697148402864,10938.169714840285,498.3162561628219,720.8512948650878
2024-11-25 18:30:00+00:00,2024-11-27 16:30:00+00:00,short,0.38527651287276865,0.4,136.927001953125,131.90531464069235,217,1030.2798279502283,0.0941912454103179,11968.449542790513,544.8530733989453,459.9488703564216
2024-11-27 17:30:00+00:00,2024-11-29 14:30:00+00:00,long,0.7628921207819241,0.55,133.65989685058594,137.74619734321004,292,1115.1423640854964,0.09317350255758312,13083.591906876009,596.5998719231193,768.8241527258391
2024-12-02 14:30:00+00:00,2024-12-04 16:30:00+00:00,long,0.6019073886044681,0.55,139.1699981689453,143.24131991646357,321,1217.5471421288967,0.09305908887979161,14301.139049004905,653.4471404766798,526.4968452694463
2024-12-04 17:30:00+00:00,2024-12-06 15:30:00+00:00,long,0.6445827845795776,0.55,143.83009338378906,142.22795199569703,446,-842.8515023873881,-0.058935970030026034,13458.287546617517,714.5550590890482,667.2146100800817
2024-12-06 18:30:00+00:00,2024-12-09 14:30:00+00:00,short,0.36862509331342863,0.4,142.5850067138672,139.4557483136685,430,1222.9580063115125,0.09087025389191357,14681.24555292903,672.7905560427191,601.5586675805156
2024-12-09 17:30:00+00:00,2024-12-10 15:30:00+00:00,long,0.6703033149669034,0.55,139.56500244140625,137.81743623937047,420,-851.2124069058108,-0.05797957699413228,13830.03314602322,733.9778048550295,741.9854622643422
2024-12-10 17:30:00+00:00,2024-12-10 19:30:00+00:00,long,0.5600313253894947,0.55,136.41000366210938,134.5732912427223,376,-793.1841924434497,-0.05735229873050067,13036.848953579769,690.6038696895434,469.67553169450326
2024-12-11 14:30:00+00:00,2024-12-11 19:30:00+00:00,long,0.6834886593448695,0.55,136.2050018310547,140.06922575719474,337,1210.4412918750681,0.09284768859293219,14247.290245454837,651.1217315545947,683.981226557085
2024-12-12 15:30:00+00:00,2024-12-13 15:30:00+00:00,long,0.5745363606704307,0.55,136.72000122070312,134.8133808458673,373,-813.1625207244072,-0.057074889801155125,13434.12772473043,711.1693998137627,514.6086365537583
